LOTNO,PERIOD,SPEC,ELEM,SIDE,COND,FRAG,PD,AP,LM,DV,FUSE,BURN,Weathering,Gnawing,MOD,BUTCH
326,E,16,146,88,7,1,11,99,99,99,88,4,7,7,7,3
304,E,16,146,88,7,1,11,99,99,99,88,5,7,7,7,3
326,E,16,146,88,7,1,11,99,99,99,1,5,7,7,7,3
326,E,16,146,88,6,1,16,99,99,99,3,5,7,7,7,3
162,E,18,135,1,7,1,4,99,99,99,1,5,7,7,7,3
221,E,46,140,88,1,1,1,99,99,99,1,5,7,7,7,3
71,E,46,140,88,1,1,1,99,99,99,1,5,7,7,7,3
314,E,46,95,88,1,1,1,99,99,99,1,5,7,7,7,3
115,E,46,95,88,1,1,1,99,99,99,1,5,7,7,7,3
318,E,46,95,88,1,1,1,99,99,99,1,5,7,7,7,3
205,E,49,95,88,1,1,1,99,99,99,1,5,7,7,7,3
307,E,18,42,2,7,1,99,99,99,99,1,5,7,7,7,3
78,E,18,37,2,6,1,99,99,99,99,3,5,7,7,7,3
70,E,18,42,1,7,1,99,99,99,99,2,5,7,7,7,3
319,E,18,42,2,7,1,99,99,99,99,1,5,7,7,7,3
315,E,18,42,2,7,1,99,99,99,99,1,2,7,7,7,3
203,E,18,37,1,6,1,99,99,99,99,1,5,7,7,7,3
90,E,18,42,1,6,1,99,99,99,99,1,5,7,7,7,3
63,E,18,153,1,4,1,1,99,99,99,1,2,7,7,7,3
198,E,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
325,E,16,153,2,5,1,7,99,99,99,1,5,7,7,7,3
316,E,16,153,2,1,1,5,99,99,99,3,5,7,7,7,3
163,E,18,153,1,7,1,4,99,99,99,1,1,7,7,7,3
69,E,16,154,88,2,1,5,99,99,99,3,5,7,7,7,3
224,E,16,154,88,2,1,5,99,99,99,3,5,7,7,7,3
138,E,16,154,88,2,1,5,99,99,99,3,5,7,7,7,3
315,E,18,152,2,1,1,1,99,99,99,1,5,7,7,7,3
325,E,18,153,2,7,1,4,99,99,99,1,5,6,7,6,3
64,E,16,151,88,7,1,11,99,99,99,1,5,7,7,7,3
320,E,16,151,88,7,1,11,99,99,99,1,3,7,7,7,3
161,E,16,151,88,7,1,11,99,99,99,1,2,7,7,7,3
163,E,18,153,1,6,1,14,99,99,99,1,2,7,7,7,3
70,E,18,53,3,7,1,99,99,99,5,88,5,7,7,7,3
309,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
82,E,11,58,3,4,1,99,99,99,11,3,5,7,7,7,3
221,E,18,58,3,5,1,99,99,99,11,3,5,7,7,7,3
63,E,18,58,3,1,1,99,99,99,11,3,4,7,7,7,3
325,E,18,50,3,7,1,99,99,99,2,1,5,7,7,7,3
320,E,18,54,3,6,3,99,99,99,2,1,5,7,7,7,3
123,E,18,54,3,6,1,99,99,99,2,1,2,7,7,7,3
64,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
208,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
317,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
326,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
138,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
206,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
64,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
315,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
305,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
308,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
63,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
135,E,16,150,88,1,1,1,99,99,99,1,5,7,7,7,3
205,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
315,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
223,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
122,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
82,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
325,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
303,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
316,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
114,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
331,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
63,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
224,E,18,107,2,4,1,34,99,99,99,1,5,6,7,6,3
162,E,18,67,88,7,1,11,99,99,99,1,3,7,7,7,3
318,E,18,115,2,7,1,4,99,99,99,1,2,7,7,7,3
305,E,18,115,1,7,1,4,99,99,99,1,3,7,7,7,3
320,E,18,115,1,7,1,4,99,99,99,1,2,7,7,7,3
319,E,18,115,1,7,1,11,99,99,99,1,2,7,7,7,3
330,E,18,53,3,7,1,99,99,99,9,1,5,7,7,7,3
325,E,18,53,3,6,1,99,99,99,9,3,5,7,7,7,3
163,E,18,90,2,7,1,7,99,99,99,1,5,7,7,7,3
320,E,18,135,1,7,1,7,99,99,99,1,5,7,7,7,3
161,E,18,135,2,7,1,7,99,99,99,1,2,7,7,7,3
319,E,18,135,2,7,1,7,99,99,99,1,5,7,7,7,3
315,E,18,90,2,7,1,4,99,99,99,1,5,7,7,7,3
319,E,18,135,2,7,1,7,99,99,99,1,5,7,7,7,3
223,E,18,90,1,7,1,7,99,99,99,1,2,7,7,7,3
315,E,18,135,1,7,1,4,99,99,99,1,5,7,7,7,3
319,E,18,70,1,7,1,11,99,99,99,1,5,7,7,7,3
206,E,18,135,1,7,1,4,99,99,99,1,5,7,7,7,3
220,E,11,60,88,7,1,10,99,99,99,88,5,7,7,7,1
70,E,18,102,1,7,1,30,99,99,99,1,5,7,7,7,3
320,E,18,70,2,7,1,11,99,99,99,3,3,7,7,7,3
295,E,16,70,3,7,1,4,99,99,99,88,5,7,7,7,3
313,E,16,67,3,7,1,10,99,99,99,88,5,7,7,7,3
331,E,18,70,1,7,1,13,99,99,99,88,5,7,7,7,3
223,E,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
185,E,49,115,1,5,1,6,99,99,99,88,5,7,7,7,3
135,E,71,54,99,1,9,99,1,1,1,4,5,7,7,7,3
135,E,71,54,99,1,9,99,1,1,1,4,5,7,7,7,3
308,E,13,53,3,5,1,99,99,99,8,1,5,7,7,7,3
320,E,18,53,3,6,1,99,99,99,8,1,5,7,7,7,3
82,E,18,53,3,6,1,99,99,99,8,1,5,7,7,7,3
207,E,18,53,3,6,1,99,99,99,8,1,5,7,7,7,3
304,E,16,53,3,7,3,99,99,99,5,88,5,7,7,7,3
304,E,18,53,3,6,1,99,99,99,8,1,5,7,7,7,3
315,E,16,53,3,7,1,99,99,99,5,88,5,7,7,7,3
318,E,18,53,3,7,1,99,99,99,8,1,5,7,7,7,3
318,E,18,53,3,7,1,99,99,99,8,1,5,7,7,7,3
207,E,18,53,3,7,1,99,99,99,8,1,5,7,7,7,3
326,E,16,53,3,7,1,99,99,99,8,1,5,7,7,7,3
320,E,16,53,3,7,3,99,99,99,8,1,5,7,7,7,3
207,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
304,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
206,E,16,60,88,7,1,10,99,99,99,88,5,7,7,4,3
64,E,16,60,88,7,3,10,99,99,99,88,5,7,7,7,3
136,E,16,60,88,7,1,10,99,99,99,88,2,7,7,7,3
206,E,16,103,88,7,2,28,99,99,99,88,5,7,7,7,3
324,E,16,107,2,5,1,31,99,99,99,1,5,7,7,7,3
306,E,13,50,3,5,3,99,99,99,1,1,5,7,7,7,3
324,E,16,54,3,7,1,99,99,99,8,1,5,7,7,7,3
320,E,16,52,3,7,1,99,99,99,8,1,5,7,7,7,3
332,E,16,54,3,7,1,99,99,99,8,1,5,7,7,7,3
318,E,18,53,3,6,1,99,99,99,2,1,5,7,7,7,3
320,E,18,54,3,6,1,99,99,99,2,1,5,7,7,7,3
320,E,18,54,3,7,3,99,99,99,2,3,5,7,7,7,3
315,E,16,64,3,7,1,99,99,99,99,88,5,7,7,7,3
224,E,11,53,3,5,1,99,99,99,11,2,5,7,7,7,3
224,E,11,53,3,7,1,99,99,99,1,2,5,7,7,7,3
309,E,16,58,3,7,3,99,99,99,11,3,5,7,7,7,3
161,E,18,118,88,1,1,1,99,99,99,1,5,7,7,7,3
117,E,18,118,88,1,1,1,99,99,99,1,5,7,7,7,3
326,E,18,118,88,1,1,1,99,99,99,1,5,7,7,7,3
198,E,18,118,88,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,118,88,1,1,1,99,99,99,1,5,7,7,7,3
319,E,18,118,88,1,1,1,99,99,99,1,5,7,7,7,3
314,E,18,118,88,1,1,1,99,99,99,1,5,7,7,7,3
224,E,16,60,88,7,3,11,99,99,99,88,5,7,7,7,3
305,E,16,60,88,7,3,11,99,99,99,88,5,7,7,7,3
199,E,16,60,88,7,1,11,99,99,99,88,5,7,7,7,3
207,E,16,60,88,7,1,11,99,99,99,88,5,7,7,7,3
208,E,16,60,88,7,1,10,99,99,99,88,2,7,7,7,3
117,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
304,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
160,E,16,60,88,7,1,10,99,99,99,88,3,7,7,7,3
81,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
316,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
223,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
117,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
306,E,16,60,88,7,1,10,99,99,99,88,2,7,7,7,3
91,E,16,60,88,7,3,10,99,99,99,88,5,7,7,7,3
297,E,16,60,88,7,1,10,99,99,99,88,5,7,7,7,3
199,E,49,53,3,1,1,99,99,99,1,1,5,7,7,7,3
138,E,49,52,3,1,1,99,99,99,1,3,5,7,7,7,3
306,E,49,52,3,6,1,99,99,99,2,1,5,7,7,7,3
72,E,46,51,3,1,1,99,99,99,1,1,5,7,7,7,3
185,E,46,52,3,3,1,99,99,99,1,1,5,7,7,7,3
115,E,46,52,3,1,1,99,99,99,1,1,5,7,7,7,3
62,E,46,52,3,3,1,99,99,99,1,1,5,7,7,7,3
331,E,49,54,3,3,1,99,99,99,1,3,5,7,7,7,3
312,E,46,52,3,1,1,99,99,99,1,1,5,7,7,7,3
312,E,46,52,3,1,1,99,99,99,1,1,5,7,7,7,3
223,E,49,53,3,3,1,99,99,99,1,3,5,7,7,7,3
314,E,49,52,3,1,1,99,99,99,1,1,5,7,7,7,3
312,E,49,54,3,7,1,99,99,99,2,3,5,7,7,7,3
63,E,49,54,3,5,1,99,99,99,2,1,5,7,7,7,3
304,E,46,54,3,5,1,99,99,99,2,1,5,7,7,7,3
138,E,49,53,3,5,1,99,99,99,2,1,5,7,7,7,3
115,E,49,53,3,7,1,99,99,99,5,99,5,7,7,7,3
306,E,46,52,3,6,1,99,99,99,2,1,5,7,7,7,3
138,E,49,53,3,6,1,99,99,99,2,3,2,7,7,7,3
333,E,46,52,3,5,1,99,99,99,2,2,5,7,7,7,3
206,E,49,54,3,6,1,99,99,99,2,1,5,7,7,7,3
197,E,49,54,3,5,1,99,99,99,1,2,5,7,7,7,3
115,E,46,53,3,3,1,99,99,99,1,3,5,7,7,7,3
331,E,46,54,3,5,1,99,99,99,1,3,5,7,7,7,3
114,E,49,54,3,3,1,99,99,99,1,2,5,7,7,7,3
197,E,46,119,2,1,1,1,99,99,99,1,5,7,7,7,3
117,E,46,119,2,1,1,1,99,99,99,1,5,7,7,7,3
72,E,46,119,2,1,1,1,99,99,99,1,5,7,7,7,3
306,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,3
320,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,3
63,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,3
136,E,45,13,1,4,1,99,99,99,99,1,5,7,7,7,3
224,E,45,102,88,7,1,99,99,99,99,88,5,7,7,7,3
125,E,47,115,88,7,1,10,99,99,99,88,5,7,7,7,3
326,E,47,54,88,4,1,99,2,3,1,1,5,7,7,7,3
325,E,45,111,88,7,1,99,99,99,99,1,5,7,7,7,3
304,E,18,13,1,6,1,99,99,99,99,1,5,7,7,7,3
185,E,18,13,1,6,1,99,99,99,99,1,5,7,7,7,3
319,E,18,13,1,6,1,99,99,99,99,1,5,7,7,7,3
161,E,18,13,1,7,1,99,99,99,99,1,5,7,7,7,3
306,E,18,27,2,7,1,99,99,99,99,1,5,7,7,7,3
221,E,18,21,2,6,2,99,99,99,99,1,5,7,7,7,3
331,E,16,45,88,7,3,11,99,99,99,88,5,7,7,7,3
332,E,18,2,3,7,3,99,99,99,99,1,5,7,7,7,3
309,E,18,13,1,6,1,99,99,99,99,1,5,7,7,7,3
312,E,18,10,1,6,1,99,99,99,99,1,5,7,7,7,3
334,E,18,27,1,7,1,99,99,99,99,88,5,7,7,7,3
333,E,18,9,2,6,1,99,99,99,99,1,5,7,7,7,3
223,E,18,55,3,7,1,99,99,99,2,1,5,7,7,7,3
136,E,18,55,2,7,1,99,99,99,2,1,2,7,7,7,3
223,E,18,55,1,7,3,99,99,99,2,1,5,7,7,7,3
114,E,18,55,3,6,1,99,99,99,10,1,5,7,7,7,3
124,E,18,115,2,7,1,6,99,99,99,88,5,7,7,1,9
223,E,49,119,2,1,1,1,99,99,99,1,5,7,7,7,3
61,E,46,115,2,2,1,16,99,99,99,3,5,7,7,7,3
61,E,46,119,2,2,1,1,99,99,99,2,5,7,7,7,3
61,E,46,120,2,2,1,1,99,99,99,2,5,7,7,7,3
61,E,46,136,2,2,1,8,99,99,99,3,5,7,7,7,3
61,E,46,136,2,2,1,8,99,99,99,3,5,7,7,7,3
91,E,49,71,1,6,1,14,99,99,99,1,5,7,7,7,2
91,E,49,72,1,6,1,14,99,99,99,1,5,7,7,7,2
91,E,49,91,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,91,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,91,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,91,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,95,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,95,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,96,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,96,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,97,1,1,1,1,99,99,99,1,5,7,7,7,3
223,E,49,39,1,5,1,99,99,99,99,1,5,7,7,7,3
318,E,49,115,1,7,1,10,99,99,99,88,5,7,7,7,3
309,E,49,115,88,7,2,5,99,99,99,3,5,7,7,7,3
162,E,49,115,1,6,1,10,99,99,99,88,4,7,7,7,3
117,E,44,67,88,7,1,10,99,99,99,88,2,7,7,7,3
206,E,49,67,1,7,1,11,99,99,99,1,5,7,7,7,3
220,E,44,67,88,7,1,10,99,99,99,88,5,7,7,7,3
316,E,46,70,2,7,1,5,99,99,99,3,5,7,7,7,3
206,E,46,113,1,7,1,11,99,99,99,1,5,7,7,7,3
295,E,49,113,88,7,1,12,99,99,99,3,5,7,7,7,3
315,E,18,36,2,7,1,99,99,99,99,1,5,7,7,7,3
315,E,18,37,1,6,2,99,99,99,99,1,5,7,7,7,2
303,E,18,37,1,6,2,99,99,99,99,88,5,7,7,7,3
135,E,18,40,1,6,1,99,99,99,99,1,5,7,7,7,3
164,E,18,37,1,6,1,99,99,99,99,1,5,7,7,4,3
318,E,18,37,88,7,3,99,99,99,99,88,5,6,7,6,3
81,E,18,39,1,6,2,99,99,99,99,3,5,7,7,7,3
318,E,18,38,1,7,1,99,99,99,99,1,5,7,7,7,3
61,E,18,38,2,7,1,99,99,99,99,88,5,7,7,7,3
306,E,18,36,2,7,2,99,99,99,99,1,2,7,7,7,3
160,E,18,38,88,7,1,99,99,99,99,88,2,7,7,7,3
63,E,18,37,2,7,1,99,99,99,99,13,5,7,7,7,3
116,E,18,2,3,6,1,99,99,99,99,1,3,6,7,6,3
305,E,18,41,1,7,1,99,99,99,99,88,5,7,7,7,3
315,E,18,23,2,4,1,99,99,99,99,1,5,7,7,7,3
325,E,18,10,1,4,2,99,99,99,99,1,5,7,7,7,3
303,E,18,10,1,4,1,99,99,99,99,1,5,7,7,7,3
315,E,18,10,2,3,1,99,99,99,99,1,5,7,7,7,3
90,E,18,10,2,4,1,99,99,99,99,1,5,7,7,7,3
63,E,18,114,2,3,1,1,99,99,99,1,5,7,7,7,3
325,E,18,114,2,3,1,1,99,99,99,1,5,7,3,3,3
331,E,18,114,2,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,114,2,3,1,1,99,99,99,1,5,6,7,6,3
332,E,18,114,1,4,2,1,99,99,99,1,5,7,7,7,3
314,E,18,114,1,3,1,1,99,99,99,1,1,7,7,7,3
124,E,18,114,1,3,1,1,99,99,99,88,5,7,7,7,3
81,E,18,114,1,3,1,1,99,99,99,1,5,7,7,7,3
318,E,18,114,1,3,1,1,99,99,99,1,2,7,7,7,3
185,E,18,114,1,3,1,1,99,99,99,1,5,7,7,7,3
206,E,18,114,1,3,2,1,99,99,99,1,5,7,7,7,3
332,E,16,114,88,4,1,2,99,99,99,3,5,7,7,7,3
320,E,16,114,88,4,1,2,99,99,99,3,5,7,7,7,3
336,E,16,38,88,7,3,99,99,99,99,88,5,7,7,7,3
320,E,16,26,2,5,2,99,99,99,99,1,5,7,7,7,3
320,E,16,26,1,6,2,99,99,99,99,1,5,7,7,7,3
330,E,16,26,2,6,2,99,99,99,99,3,5,7,7,7,3
125,E,16,26,2,6,1,99,99,99,99,3,5,7,7,7,3
197,E,16,26,1,1,1,99,99,99,99,1,5,7,7,7,3
197,E,16,25,1,3,1,99,99,99,99,1,5,7,7,7,3
137,E,16,42,2,7,1,99,99,99,99,1,5,7,7,7,3
137,E,16,9,1,5,1,99,99,99,99,1,5,7,7,7,3
72,E,49,35,1,7,3,99,99,99,99,1,5,7,7,7,3
137,E,45,9,1,1,9,99,99,99,99,99,5,7,7,7,NA
223,E,45,2,99,3,1,99,99,99,99,1,5,7,7,7,NA
61,E,45,9,2,3,1,99,99,99,99,99,5,7,7,7,NA
61,E,45,2,99,3,1,99,99,99,99,99,5,7,7,7,NA
325,E,45,24,1,5,1,99,99,99,99,99,5,7,7,7,NA
221,E,45,26,2,5,1,99,99,99,99,99,5,7,7,7,NA
221,E,45,27,1,4,1,99,99,99,99,99,5,7,7,7,NA
221,E,45,160,99,4,1,99,99,99,99,99,5,7,7,7,NA
221,E,45,43,99,6,1,99,99,99,99,99,5,7,7,7,NA
221,E,45,43,99,6,1,99,99,99,99,99,5,7,7,7,NA
221,E,45,43,99,6,1,99,99,99,99,99,5,7,7,7,NA
314,E,45,26,1,5,1,99,99,99,99,99,5,7,7,7,NA
295,E,45,26,1,5,1,99,99,99,99,99,5,7,7,7,NA
295,E,45,43,99,6,1,99,99,99,99,99,5,7,7,7,NA
313,E,45,24,99,7,1,99,99,99,99,99,5,7,7,7,NA
324,E,45,24,99,7,1,99,99,99,99,99,5,7,7,7,NA
126,E,47,19,99,3,1,99,99,99,99,99,5,7,7,7,NA
332,E,47,17,88,5,1,99,99,99,99,99,5,7,7,7,NA
330,E,47,17,88,6,1,99,99,99,99,99,5,7,7,7,NA
63,E,47,17,88,5,1,99,99,99,99,99,2,7,7,7,NA
63,E,47,17,88,5,1,99,99,99,99,99,2,7,7,7,NA
63,E,47,43,88,6,1,99,99,99,99,99,5,7,7,7,NA
63,E,47,43,88,7,1,99,99,99,99,99,5,7,7,7,NA
126,E,47,43,88,7,1,99,99,99,99,99,5,7,7,7,NA
126,E,47,9,88,6,1,99,99,99,99,99,5,7,7,7,NA
126,E,47,32,88,4,1,99,99,99,99,1,5,7,7,7,NA
126,E,47,8,88,5,1,99,99,99,99,99,5,7,7,7,NA
332,E,47,25,88,7,1,99,99,99,99,99,5,7,7,7,NA
165,E,47,24,88,5,1,99,99,99,99,99,5,7,7,7,NA
165,E,47,25,88,5,1,99,99,99,99,99,5,7,7,7,NA
224,E,47,26,2,5,1,99,99,99,99,99,5,7,7,7,NA
305,E,47,26,1,5,1,99,99,99,99,99,5,7,7,7,NA
332,E,45,27,1,7,1,99,99,99,99,99,5,7,7,7,NA
330,E,45,8,88,5,1,99,99,99,99,99,5,7,7,7,NA
71,E,65,37,88,7,1,99,99,99,99,99,5,7,7,7,NA
72,E,44,8,88,5,1,99,99,99,99,99,5,7,7,7,NA
69,E,45,9,2,5,1,99,99,99,99,99,5,7,7,7,NA
135,E,47,9,2,5,1,99,99,99,99,99,5,7,7,7,NA
224,E,65,37,88,5,1,99,99,99,99,99,5,7,7,7,NA
72,E,45,26,1,5,1,99,99,99,99,99,5,7,7,7,NA
224,E,47,24,2,5,1,99,99,99,99,99,5,7,7,7,NA
78,E,47,111,2,7,1,10,99,99,99,99,5,7,7,7,NA
126,E,44,60,88,6,1,10,99,99,99,88,5,7,7,7,NA
114,E,44,6,88,6,1,10,99,99,99,88,5,7,7,7,NA
219,E,44,60,88,6,1,10,99,99,99,88,5,7,7,7,NA
324,E,44,60,88,6,1,10,99,99,99,88,5,7,7,7,NA
320,E,44,60,88,6,2,10,99,99,99,88,5,7,7,7,2
115,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
320,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
324,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
162,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
124,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
115,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
137,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
207,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
61,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
72,E,44,60,88,7,1,10,99,99,99,88,5,7,7,7,NA
69,E,47,54,99,7,1,99,2,5,8,3,5,7,7,7,NA
61,E,47,54,99,7,1,99,2,5,8,3,5,7,7,7,NA
325,E,47,54,99,7,1,99,4,4,8,88,5,7,7,7,NA
90,E,44,60,88,5,1,7,99,99,99,3,5,7,7,7,NA
195,E,44,60,88,7,1,7,99,99,99,3,5,7,7,7,NA
201,E,44,60,88,7,1,14,99,99,99,88,5,7,7,7,NA
324,E,44,60,88,5,1,10,99,99,99,88,5,7,7,7,NA
115,E,44,60,88,6,1,10,99,99,99,88,5,7,7,7,NA
164,E,18,53,3,6,1,99,99,99,2,1,1,7,7,7,3
184,E,18,58,3,6,1,99,99,99,11,3,5,7,7,7,3
306,E,18,54,3,6,1,99,99,99,2,1,5,7,7,7,3
320,E,18,54,3,6,2,99,99,99,9,3,5,7,7,7,3
308,E,18,58,3,7,3,99,99,99,11,3,5,7,7,7,3
221,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
306,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
220,E,18,58,3,1,3,99,99,99,11,3,5,7,7,7,3
320,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
221,E,18,58,3,5,1,99,99,99,11,3,5,7,7,7,3
320,E,18,58,3,5,1,99,99,99,11,3,5,7,7,7,3
326,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
326,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
314,E,18,58,3,4,1,99,99,99,11,3,5,7,7,7,3
118,E,18,58,3,1,1,99,99,99,11,3,3,7,7,7,3
324,E,18,113,2,7,1,4,99,99,99,2,5,7,7,7,3
160,E,18,113,1,1,1,4,99,99,99,3,3,7,7,7,3
320,E,18,113,1,7,1,4,99,99,99,1,3,7,7,7,3
319,E,18,120,88,1,1,2,99,99,99,3,5,7,7,7,3
334,E,18,58,3,1,1,99,99,99,11,3,5,7,7,7,3
332,E,18,54,3,1,3,99,99,99,1,2,5,7,7,7,3
325,E,18,54,3,7,1,99,99,99,8,88,5,7,7,7,3
161,E,18,54,3,7,1,99,99,99,8,88,5,7,7,7,3
220,E,18,58,3,7,1,99,99,99,11,3,5,7,7,7,3
324,E,18,52,3,7,2,99,99,99,8,1,5,7,7,7,3
332,E,18,58,3,6,1,99,99,99,11,3,5,7,7,7,3
330,E,18,54,3,7,1,99,99,99,8,88,5,7,7,7,3
319,E,18,54,3,7,3,99,99,99,9,3,5,7,7,7,3
165,E,1,62,88,8,1,7,99,99,99,99,5,7,5,5,2
165,E,2,62,88,8,1,10,99,99,99,99,5,7,7,7,3
221,E,2,62,88,8,1,7,99,99,99,99,5,7,7,7,3
184,E,2,62,88,8,1,7,99,99,99,99,5,7,7,7,3
163,E,2,62,88,8,2,10,99,99,99,99,5,7,7,7,3
303,E,2,62,88,8,1,10,99,99,99,99,2,7,7,7,3
315,E,2,62,88,8,3,10,99,99,99,99,5,7,7,7,3
163,E,3,62,88,8,1,10,99,99,99,99,5,7,7,7,3
91,E,2,62,88,8,1,10,99,99,99,99,5,7,7,7,3
303,E,16,58,3,4,2,99,99,99,11,3,5,7,7,7,3
320,E,18,81,1,1,1,1,99,99,99,1,5,7,7,7,3
123,E,16,60,88,7,1,10,99,99,99,88,2,7,7,7,2
319,E,16,67,88,7,1,10,99,99,99,88,5,7,7,7,3
305,E,16,67,1,7,3,10,99,99,99,88,5,7,3,3,3
162,E,16,107,1,7,1,34,99,99,99,1,5,7,7,7,3
318,E,16,111,2,7,1,32,99,99,99,1,3,7,7,7,3
90,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
137,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
220,E,18,150,88,1,1,1,99,99,99,1,4,7,7,7,3
206,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
116,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
123,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
223,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
306,E,18,150,88,1,1,1,99,99,99,1,5,7,7,7,3
208,E,49,115,2,5,1,6,99,99,99,88,5,7,7,7,3
206,E,49,115,88,6,1,6,99,99,99,88,5,7,7,7,3
206,E,46,70,1,7,1,14,99,99,99,1,5,7,7,7,3
224,E,16,71,2,7,1,10,99,99,99,88,5,7,7,7,3
185,E,16,71,88,7,1,10,99,99,99,88,5,7,7,7,3
205,E,16,71,88,7,1,10,99,99,99,88,5,7,7,7,3
205,E,18,113,2,7,1,6,99,99,99,88,5,7,7,7,3
223,E,18,113,1,7,1,6,99,99,99,1,5,7,7,7,3
318,E,41,70,2,7,1,11,99,99,99,1,5,7,7,7,3
115,E,16,150,88,1,1,1,99,99,99,1,5,7,7,7,3
185,E,16,153,2,1,1,1,99,99,99,2,5,7,7,7,3
320,E,16,62,88,7,1,88,99,99,99,88,5,7,7,7,3
185,E,49,115,1,7,1,4,99,99,99,1,5,7,7,7,3
185,E,16,150,88,1,1,1,99,99,99,1,5,7,7,7,3
185,E,18,113,2,7,1,10,99,99,99,88,5,7,7,7,1
62,E,44,53,3,7,1,99,99,99,2,1,1,7,7,7,3
78,E,18,77,2,1,1,1,99,99,99,1,5,7,7,7,3
317,E,18,75,2,5,1,88,99,99,99,1,5,7,7,7,3
304,E,18,135,2,7,1,4,99,99,99,1,5,7,7,7,3
197,E,44,60,1,7,1,7,99,99,99,1,5,7,7,7,3
