LOTNO,PERIOD,SPEC,ELEM,SIDE,COND,FRAG,PD,AP,LM,DV,FUSE,BURN,Weathering,Gnawing,MOD,BUTCH
312,E,49,115,1,6,1,14,99,99,99,1,5,7,7,7,3
318,E,18,60,1,6,1,7,99,99,99,1,5,7,7,7,3
313,E,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
312,E,18,152,2,1,1,1,99,99,99,1,5,7,7,7,3
313,E,18,152,1,2,1,15,99,99,99,3,2,7,7,7,3
163,E,18,153,2,1,1,1,99,99,99,1,2,7,7,7,3
313,E,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
332,E,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
303,E,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
318,E,18,153,2,1,1,1,99,99,99,1,5,7,7,7,3
314,E,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
318,E,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
314,E,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
314,E,18,153,2,1,1,1,99,99,99,1,2,7,7,7,3
318,E,18,153,2,1,1,1,99,99,99,1,5,7,7,7,3
312,E,49,101,2,4,1,22,99,99,99,1,5,7,7,7,3
295,E,49,101,2,4,1,22,99,99,99,1,5,7,7,7,3
315,E,49,101,2,5,1,22,99,99,99,1,5,7,7,7,3
318,E,49,101,1,4,1,22,99,99,99,1,5,7,7,7,3
312,E,49,102,1,4,1,25,99,99,99,3,5,7,7,7,3
314,E,49,102,2,1,1,25,99,99,99,3,5,7,7,7,3
303,E,49,104,1,5,1,23,99,99,99,1,5,7,7,7,3
163,E,49,104,1,5,1,23,99,99,99,1,5,7,7,7,3
71,E,49,104,1,5,1,23,99,99,99,1,5,7,7,7,3
319,E,49,104,2,5,1,23,99,99,99,1,5,7,7,7,3
312,E,49,104,2,5,1,23,99,99,99,1,5,7,7,7,3
324,E,49,104,2,6,1,23,99,99,99,1,5,7,7,7,3
297,E,49,102,1,6,1,29,99,99,99,1,5,7,7,7,3
314,E,49,102,2,6,1,29,99,99,99,1,5,7,7,7,3
90,E,49,103,2,5,1,28,99,99,99,88,5,7,7,7,3
208,E,49,103,1,4,1,27,99,99,99,1,5,7,7,7,3
135,E,49,103,1,4,1,27,99,99,99,1,5,7,7,7,3
207,E,49,103,2,4,1,27,99,99,99,3,3,7,7,7,3
205,E,49,102,1,6,1,30,99,99,99,88,5,7,7,7,3
223,E,49,102,1,6,1,29,99,99,99,1,5,7,7,7,3
314,E,49,103,2,6,1,28,99,99,99,88,5,7,7,7,3
115,E,49,103,2,4,1,26,99,99,99,3,5,7,7,7,3
312,E,49,103,1,4,1,27,99,99,99,1,5,7,7,7,3
318,E,49,104,2,6,1,23,99,99,99,1,5,7,7,7,3
81,E,49,102,2,7,1,25,99,99,99,3,5,7,7,7,3
91,E,49,111,1,8,1,32,99,99,99,1,5,7,7,7,3
305,E,46,102,1,4,1,29,99,99,99,1,5,7,7,7,3
224,E,46,103,1,6,1,28,99,99,99,88,5,7,7,7,3
205,E,47,131,1,3,1,7,99,99,99,1,5,7,7,7,3
72,E,47,131,2,1,9,1,99,99,99,4,5,7,7,7,3
224,E,45,131,2,6,1,7,99,99,99,1,5,7,7,7,3
312,E,47,132,1,1,9,1,99,99,99,4,5,7,7,7,3
315,E,47,132,1,5,1,7,99,99,99,1,5,7,7,7,3
312,E,47,132,1,6,1,7,99,99,99,1,5,7,7,7,3
312,E,47,132,1,6,1,7,99,99,99,1,5,7,7,7,3
138,E,47,132,1,6,1,7,99,99,99,1,2,7,7,7,3
62,E,47,132,2,1,9,1,99,99,99,4,5,7,7,7,3
295,E,47,132,2,1,9,1,99,99,99,4,5,7,7,7,3
125,E,45,132,1,1,9,1,99,99,99,1,5,7,7,7,3
320,E,45,132,1,1,9,1,99,99,99,6,5,7,7,7,3
304,E,45,132,1,7,1,7,99,99,99,1,5,7,7,7,3
205,E,45,132,1,7,1,7,99,99,99,1,5,7,7,7,3
324,E,45,132,1,7,1,7,99,99,99,1,5,7,7,7,3
115,E,45,132,2,1,9,1,99,99,99,4,5,7,7,7,3
71,E,45,132,2,7,1,7,99,99,99,1,2,7,7,7,3
223,E,47,133,1,1,9,1,99,99,99,6,5,7,7,7,3
62,E,47,133,1,1,9,1,99,99,99,6,5,7,7,7,3
297,E,47,133,1,5,1,7,99,99,99,1,5,7,7,7,3
69,E,47,133,2,1,9,1,99,99,99,4,5,7,7,7,3
303,E,47,133,2,1,9,1,99,99,99,4,5,7,7,7,3
137,E,46,113,2,1,1,1,99,99,99,4,5,7,7,7,3
69,E,46,113,2,1,1,1,99,99,99,4,5,7,7,7,3
72,E,46,113,1,7,1,4,99,99,99,1,5,7,7,7,3
224,E,46,113,1,7,1,14,99,99,99,1,5,7,7,7,3
135,E,46,113,1,7,1,11,99,99,99,1,5,7,7,7,3
224,E,46,113,1,7,1,11,99,99,99,1,5,6,7,6,3
160,E,46,113,1,6,1,11,99,99,99,1,5,7,7,7,3
137,E,46,113,2,6,1,12,99,99,99,3,5,6,7,6,3
208,E,49,113,1,6,1,7,99,99,99,1,3,7,7,7,3
135,E,49,113,1,6,1,7,99,99,99,1,5,7,7,7,3
224,E,49,113,1,6,1,7,99,99,99,1,5,7,7,7,3
223,E,49,113,1,4,1,14,99,99,99,1,5,7,7,7,3
69,E,49,113,2,6,3,7,99,99,99,1,2,7,7,7,3
224,E,49,113,2,7,1,11,99,99,99,1,5,6,7,6,3
136,E,49,113,2,7,1,14,99,99,99,1,5,7,7,7,3
224,E,49,113,2,6,1,14,99,99,99,1,5,7,7,7,3
136,E,49,113,2,7,1,14,99,99,99,1,5,7,7,7,3
135,E,49,113,2,6,1,14,99,99,99,1,5,7,7,7,3
116,E,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
122,E,49,120,2,5,1,1,99,99,99,1,5,7,7,7,3
122,E,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
206,E,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
223,E,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
224,E,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
91,E,49,120,1,1,1,1,99,99,99,1,5,7,7,7,3
224,E,46,120,2,1,3,1,99,99,99,1,5,7,7,7,3
205,E,46,120,1,1,1,1,99,99,99,1,5,7,7,7,3
62,E,11,60,2,7,1,10,99,99,99,88,5,7,3,3,3
64,E,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
138,E,11,60,88,7,2,14,99,99,99,3,5,7,7,7,3
223,E,11,60,2,7,2,10,99,99,99,1,5,7,7,7,3
223,E,11,60,2,7,1,10,99,99,99,1,5,7,7,7,1
223,E,11,60,88,7,3,10,99,99,99,1,5,7,7,7,3
206,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,2
138,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,3
164,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,3
72,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,3
138,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,1
122,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,3
160,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,2
208,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,3
206,E,16,153,2,4,1,7,99,99,99,4,5,7,7,7,3
185,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,3
122,E,16,153,2,1,1,1,99,99,99,4,5,7,7,7,3
223,E,16,153,2,1,1,1,99,99,99,4,2,7,7,7,3
164,E,18,153,1,1,1,1,99,99,99,4,5,7,7,7,3
114,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,3
135,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,3
137,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,3
160,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,3
138,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,3
122,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,3
160,E,16,153,1,1,1,1,99,99,99,4,5,7,7,7,3
135,E,16,153,1,6,1,4,99,99,99,1,2,7,7,7,3
138,E,16,153,1,6,1,4,99,99,99,1,5,7,7,7,3
137,E,16,152,2,1,1,1,99,99,99,4,5,7,7,7,3
183,E,16,152,2,1,1,1,99,99,99,4,5,7,7,7,3
160,E,16,152,2,1,1,1,99,99,99,4,5,7,7,7,3
208,E,16,152,2,1,1,1,99,99,99,4,5,7,7,7,3
71,E,16,152,1,5,1,4,99,99,99,6,5,7,7,7,3
125,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
122,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
206,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
206,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
81,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
224,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
91,E,16,152,1,1,1,1,99,99,99,4,5,7,7,7,3
164,E,16,151,1,1,1,1,99,99,99,4,5,7,7,7,3
139,E,16,151,1,1,1,1,99,99,99,4,5,7,7,7,3
125,E,16,151,1,1,1,1,99,99,99,4,5,7,7,7,3
206,E,16,151,1,1,1,1,99,99,99,4,5,7,7,7,3
164,E,16,151,1,5,1,7,99,99,99,1,2,7,7,7,3
115,E,16,151,1,2,1,15,99,99,99,6,5,7,7,7,3
185,E,16,151,1,2,1,15,99,99,99,6,5,7,7,7,3
205,E,16,151,1,1,1,2,99,99,99,3,5,7,7,7,3
223,E,16,151,1,1,1,2,99,99,99,3,5,7,7,7,3
114,E,16,151,2,1,1,1,99,99,99,4,5,7,7,7,3
116,E,16,151,2,1,1,1,99,99,99,4,5,7,7,7,3
185,E,16,151,2,1,1,1,99,99,99,4,5,7,7,7,3
208,E,16,151,2,1,1,1,99,99,99,4,5,7,7,7,3
125,E,16,151,2,1,1,1,99,99,99,4,2,7,7,7,3
223,E,16,151,2,5,1,4,99,99,99,1,5,7,7,7,3
91,E,16,151,2,2,1,15,99,99,99,10,5,7,7,7,3
206,E,16,151,2,1,1,2,99,99,99,3,5,7,7,7,3
160,E,16,151,2,1,1,2,99,99,99,3,2,7,7,7,3
71,E,16,151,2,5,1,4,99,99,99,1,2,7,7,7,3
223,E,18,120,2,2,1,9,99,99,99,12,5,7,7,7,3
125,E,18,120,2,1,1,1,99,99,99,4,5,7,7,7,3
206,E,18,120,2,6,1,4,99,99,99,1,2,7,7,7,3
205,E,18,120,1,2,1,9,99,99,99,12,5,7,7,7,3
206,E,18,120,1,6,1,4,99,99,99,1,2,7,7,7,3
223,E,18,113,2,7,1,4,99,99,99,1,2,7,3,3,3
164,E,18,113,2,7,1,4,99,99,99,1,5,7,3,3,3
137,E,18,113,1,6,1,4,99,99,99,1,5,7,7,7,3
117,E,18,113,1,6,1,6,99,99,99,88,5,7,7,7,3
206,E,18,113,1,6,1,5,99,99,99,3,5,7,7,7,3
224,E,18,113,1,6,1,5,99,99,99,3,5,7,7,7,3
135,E,49,71,1,1,1,1,99,99,99,4,5,7,7,7,3
223,E,49,71,1,6,3,14,99,99,99,1,5,7,7,7,3
208,E,49,71,2,6,3,7,99,99,99,1,5,7,7,7,3
71,E,49,71,2,3,1,7,99,99,99,1,5,7,7,7,3
125,E,49,71,2,2,1,8,99,99,99,6,5,7,7,7,3
224,E,46,71,2,6,3,15,99,99,99,3,5,7,7,7,3
135,E,46,71,2,6,1,6,99,99,99,1,5,7,7,7,3
224,E,46,71,1,6,2,14,99,99,99,1,5,7,7,7,3
197,E,46,71,1,7,1,6,99,99,99,1,5,7,7,7,3
135,E,46,71,1,7,3,6,99,99,99,1,2,7,7,7,3
137,E,18,71,2,7,1,6,99,99,99,1,5,7,7,7,3
116,E,18,71,2,7,1,4,99,99,99,1,2,7,7,7,3
71,E,18,71,2,7,1,4,99,99,99,1,5,7,7,7,3
135,E,18,71,2,7,1,6,99,99,99,1,5,7,7,7,3
160,E,18,71,1,7,1,6,99,99,99,1,2,7,7,7,3
224,E,18,71,1,7,1,4,99,99,99,1,5,7,7,7,3
223,E,18,71,1,7,2,6,99,99,99,1,2,7,7,7,3
223,E,18,71,1,7,1,4,99,99,99,1,2,7,7,7,3
224,E,18,71,2,7,1,11,99,99,99,1,5,7,7,7,3
138,E,18,71,2,6,2,14,99,99,99,1,5,7,7,7,3
206,E,18,71,1,7,1,14,99,99,99,1,5,7,7,7,3
223,E,18,71,1,7,1,14,99,99,99,2,5,7,7,7,3
135,E,18,71,1,7,1,14,99,99,99,1,5,7,7,7,3
62,E,46,55,3,3,1,99,99,99,1,1,5,7,7,7,3
160,E,49,55,3,5,1,99,99,99,1,1,5,7,7,7,3
135,E,49,55,3,3,1,99,99,99,1,1,5,7,7,7,3
224,E,49,67,2,6,2,14,99,99,99,1,5,7,7,7,3
205,E,49,67,2,6,1,14,99,99,99,1,5,7,7,7,3
206,E,49,67,2,5,1,14,99,99,99,4,5,7,7,7,3
205,E,49,67,2,5,1,14,99,99,99,4,5,7,7,7,3
199,E,49,67,2,5,1,14,99,99,99,4,5,7,7,7,3
160,E,49,67,1,7,1,13,99,99,99,3,5,7,7,7,3
138,E,49,67,1,6,3,13,99,99,99,3,5,7,7,7,3
185,E,46,67,1,6,1,14,99,99,99,1,5,7,7,7,3
224,E,46,67,1,6,1,14,99,99,99,1,5,7,7,7,3
69,E,46,72,1,6,1,7,99,99,99,1,5,7,7,7,3
224,E,46,72,1,7,1,4,99,99,99,1,5,7,7,7,3
197,E,46,72,1,6,1,6,99,99,99,1,5,7,7,7,3
117,E,46,72,2,6,1,4,99,99,99,1,5,7,7,7,3
135,E,46,72,2,4,1,7,99,99,99,1,5,7,7,7,3
136,E,46,72,2,7,1,4,99,99,99,1,5,7,7,7,3
135,E,46,72,2,7,1,6,99,99,99,88,5,7,7,7,3
164,E,46,72,2,6,1,7,99,99,99,1,5,7,7,7,3
160,E,49,72,2,6,1,7,99,99,99,3,5,7,7,7,3
91,E,49,72,2,7,3,7,99,99,99,1,5,7,7,7,3
125,E,49,72,1,2,1,5,99,99,99,6,5,7,7,7,3
115,E,49,72,1,4,1,7,99,99,99,1,5,7,7,7,3
71,E,18,72,2,6,1,7,99,99,99,1,5,7,7,7,3
135,E,18,72,2,6,1,5,99,99,99,3,5,7,7,7,1
185,E,18,72,1,6,1,7,99,99,99,1,5,7,7,7,3
197,E,18,72,1,1,1,2,99,99,99,3,5,7,7,7,3
124,E,18,115,1,6,1,5,99,99,99,3,5,7,7,7,3
185,E,18,115,1,7,1,6,99,99,99,1,5,7,7,7,3
224,E,18,115,1,1,1,16,99,99,99,2,5,7,7,7,3
206,E,18,115,1,1,1,16,99,99,99,3,5,7,7,7,3
223,E,46,70,1,7,1,5,99,99,99,3,5,7,7,7,3
135,E,46,70,1,6,3,14,99,99,99,1,1,7,7,7,3
160,E,46,70,1,5,3,14,99,99,99,1,2,7,7,7,3
205,E,46,70,2,7,1,14,99,99,99,1,5,7,7,7,3
115,E,46,70,2,5,1,14,99,99,99,2,5,7,7,7,3
81,E,46,70,2,5,1,14,99,99,99,1,5,7,7,7,3
81,E,46,70,2,6,1,15,99,99,99,3,5,7,7,7,3
136,E,46,70,2,7,1,4,99,99,99,1,1,7,7,7,3
115,E,49,70,2,5,1,14,99,99,99,1,5,7,7,7,3
164,E,49,70,2,5,1,14,99,99,99,1,5,7,7,7,3
69,E,49,70,2,6,1,14,99,99,99,1,5,7,7,7,3
224,E,49,70,2,6,1,11,99,99,99,1,5,7,7,7,3
114,E,49,70,2,7,3,11,99,99,99,1,5,7,7,7,3
72,E,49,70,2,7,1,11,99,99,99,1,5,7,7,7,3
224,E,49,70,1,5,1,7,99,99,99,1,5,7,7,7,3
125,E,49,70,1,7,3,4,99,99,99,1,1,7,7,7,3
206,E,49,70,1,4,1,14,99,99,99,1,5,7,7,7,3
125,E,49,70,1,5,1,14,99,99,99,1,2,7,7,7,3
114,E,49,70,1,5,3,14,99,99,99,1,3,7,7,7,3
91,E,49,70,1,5,1,14,99,99,99,1,5,7,7,7,3
124,E,49,70,1,5,1,14,99,99,99,1,5,7,7,7,3
71,E,49,70,1,5,1,13,99,99,99,88,2,7,7,7,3
224,E,49,70,1,6,1,14,99,99,99,1,5,7,7,7,3
125,E,49,70,1,7,1,14,99,99,99,1,5,7,7,7,3
72,E,49,115,1,6,1,8,99,99,99,3,5,7,7,7,3
205,E,49,115,2,6,3,8,99,99,99,3,5,7,7,7,3
124,E,49,115,2,6,1,7,99,99,99,1,5,7,7,7,3
69,E,49,115,2,7,1,7,99,99,99,1,5,7,7,7,3
136,E,49,115,2,6,1,7,99,99,99,1,5,7,7,7,3
185,E,49,115,2,6,1,6,99,99,99,1,5,7,7,7,3
206,E,49,115,7,6,1,8,99,99,99,3,5,7,7,7,3
136,E,49,115,2,5,1,14,99,99,99,1,5,7,7,7,3
206,E,49,115,2,6,1,14,99,99,99,1,5,7,7,7,3
122,E,49,115,2,7,1,14,99,99,99,1,5,7,7,7,3
116,E,49,115,2,7,1,14,99,99,99,1,5,7,7,7,3
115,E,46,115,1,7,1,4,99,99,99,1,5,7,7,7,3
208,E,46,115,1,5,1,7,99,99,99,1,5,7,7,7,3
123,E,46,115,1,6,1,7,99,99,99,1,5,7,7,7,3
123,E,49,115,1,1,3,1,99,99,99,4,2,7,7,7,3
206,E,46,115,1,6,1,14,99,99,99,1,5,7,7,7,3
205,E,46,115,2,1,1,16,99,99,99,3,5,7,7,7,3
206,E,49,115,1,7,1,11,99,99,99,1,5,7,7,7,3
123,E,49,115,1,7,1,11,99,99,99,1,5,7,7,7,3
123,E,49,115,1,7,1,11,99,99,99,1,5,7,7,7,3
124,E,49,115,1,7,1,14,99,99,99,1,5,7,7,7,3
206,E,49,115,1,6,1,14,99,99,99,1,5,7,7,7,3
224,E,49,115,1,7,1,14,99,99,99,1,5,7,7,7,3
223,E,49,115,1,7,1,14,99,99,99,1,5,7,7,7,3
138,E,49,115,2,1,1,2,99,99,99,3,5,7,7,7,3
71,E,49,115,2,7,1,4,99,99,99,1,5,7,7,7,3
205,E,49,115,2,7,1,4,99,99,99,1,5,7,7,7,3
205,E,49,115,2,1,1,2,99,99,99,3,5,7,7,7,3
185,E,46,115,2,7,1,7,99,99,99,1,5,7,7,7,3
206,E,46,115,2,7,1,4,99,99,99,1,5,7,7,7,3
223,E,49,115,1,7,1,7,99,99,99,1,5,7,7,7,3
115,E,49,115,2,7,1,10,99,99,99,88,5,7,7,7,3
136,E,46,115,2,7,1,10,99,99,99,88,5,7,7,7,3
334,E,49,115,2,6,1,10,99,99,99,88,5,7,7,7,3
223,E,49,115,1,6,1,12,99,99,99,3,5,7,7,7,3
305,E,49,115,2,6,1,14,99,99,99,1,5,7,7,7,3
124,E,46,70,1,5,1,7,99,99,99,1,5,7,7,7,3
123,E,46,70,1,3,3,1,99,99,99,4,2,7,7,7,3
123,E,49,70,2,1,1,1,99,99,99,4,5,7,7,7,3
334,E,49,70,1,6,1,5,99,99,99,3,5,7,7,7,3
305,E,46,70,1,7,1,11,99,99,99,1,5,7,7,7,3
334,E,49,70,1,7,3,11,99,99,99,1,3,7,7,7,3
324,E,49,115,1,7,1,5,99,99,99,3,5,7,7,7,3
305,E,46,67,2,5,2,14,99,99,99,1,5,7,7,7,3
305,E,49,120,1,1,1,1,99,99,99,4,5,7,7,7,3
305,E,49,120,1,1,1,1,99,99,99,4,5,7,7,7,3
305,E,46,71,2,5,1,7,99,99,99,1,5,7,7,7,3
305,E,46,71,1,7,1,4,99,99,99,1,5,7,7,7,3
305,E,11,60,88,7,1,10,99,99,99,88,5,7,7,7,3
316,E,49,115,2,6,3,7,99,99,99,1,2,7,7,7,3
185,E,18,42,1,6,1,99,99,99,99,1,5,7,7,7,3
138,E,18,42,1,7,1,99,99,99,99,1,5,6,7,6,3
115,E,18,26,2,5,2,99,99,99,99,1,5,7,7,7,3
223,E,18,16,2,5,1,99,99,99,99,1,5,7,7,7,3
223,E,18,16,2,5,1,99,99,99,99,2,5,7,7,7,3
199,E,18,16,1,5,1,99,99,99,99,1,5,7,7,7,3
316,E,18,9,2,6,1,99,99,99,99,1,5,7,7,7,3
206,E,18,70,1,7,1,14,99,99,99,1,5,7,7,7,1
91,E,18,70,1,7,1,14,99,99,99,1,5,7,7,7,2
206,E,18,70,1,7,1,14,99,99,99,1,5,7,7,7,3
71,E,18,70,1,7,1,13,99,99,99,88,5,7,7,7,3
71,E,18,70,2,7,1,4,99,99,99,1,5,7,3,3,3
138,E,18,70,2,7,1,5,99,99,99,3,5,7,7,7,3
223,E,18,70,2,7,1,5,99,99,99,3,5,7,7,7,3
208,E,18,50,3,6,1,99,99,99,1,1,5,7,7,7,1
305,E,18,52,3,4,1,99,99,99,1,1,5,7,7,7,3
185,E,18,54,3,6,1,99,99,99,8,1,5,7,3,3,3
115,E,18,53,3,6,1,99,99,99,5,1,5,7,7,7,3
208,E,18,53,3,6,1,99,99,99,5,1,5,7,7,7,3
135,E,18,54,3,6,1,99,99,99,1,1,5,7,3,3,3
164,E,18,52,3,6,1,99,99,99,1,1,5,7,7,7,3
224,E,18,52,3,7,1,99,99,99,2,1,5,7,7,7,3
208,E,18,52,3,7,1,99,99,99,8,1,5,7,7,7,3
124,E,18,53,3,7,1,99,99,99,2,1,2,7,7,7,3
135,E,18,52,3,7,1,99,99,99,2,1,3,7,7,7,3
137,E,18,53,3,7,1,99,99,99,2,1,5,7,7,7,3
114,E,18,54,3,7,1,99,99,99,10,1,5,7,7,7,3
114,E,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
114,E,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
114,E,16,54,3,1,1,99,99,99,11,3,5,7,7,7,3
137,E,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
185,E,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
208,E,16,58,3,5,1,99,99,99,11,3,5,7,7,7,3
224,E,16,58,3,5,1,99,99,99,11,3,5,7,7,7,3
137,E,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
206,E,16,58,3,1,1,99,99,99,11,3,5,7,7,7,3
122,E,49,60,2,6,1,7,99,99,99,1,5,7,7,7,3
206,E,46,60,2,7,1,7,99,99,99,1,5,7,7,7,3
136,E,46,60,2,6,1,7,99,99,99,1,5,7,7,7,3
185,E,46,60,2,6,1,7,99,99,99,1,5,7,7,7,3
136,E,46,60,2,5,2,10,99,99,99,88,5,7,7,7,3
114,E,46,60,2,7,1,7,99,99,99,1,5,7,7,7,3
124,E,46,60,2,7,1,7,99,99,99,1,5,7,7,7,3
185,E,46,60,2,6,1,7,99,99,99,1,5,7,7,7,3
138,E,46,60,2,7,1,7,99,99,99,1,5,7,7,7,3
164,E,46,60,1,7,3,7,99,99,99,1,5,7,7,7,3
114,E,46,60,1,7,3,7,99,99,99,1,5,7,7,7,3
117,E,46,60,1,5,1,7,99,99,99,1,5,7,7,7,3
62,E,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
125,E,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
185,E,46,60,1,6,1,7,99,99,99,1,5,7,7,7,3
78,E,46,60,1,7,1,7,99,99,99,1,5,7,7,7,3
320,E,18,120,2,1,1,1,99,99,99,4,5,7,7,7,3
319,E,18,120,2,6,1,7,99,99,99,1,2,7,7,7,3
324,E,18,120,1,7,2,4,99,99,99,1,1,7,7,7,3
319,E,18,120,1,7,1,2,99,99,99,3,2,7,7,7,3
320,E,18,151,1,1,1,1,99,99,99,4,5,7,7,7,3
319,E,18,151,1,1,1,1,99,99,99,4,5,7,7,7,3
320,E,18,151,1,1,1,1,99,99,99,2,5,7,7,7,3
319,E,18,151,1,1,1,1,99,99,99,5,2,7,7,7,1
304,E,18,151,1,1,1,1,99,99,99,1,3,7,7,7,3
304,E,16,151,1,1,1,1,99,99,99,1,5,7,7,7,3
304,E,18,151,1,1,1,2,99,99,99,3,5,7,7,7,3
320,E,18,151,1,1,2,15,99,99,99,6,2,7,7,7,3
320,E,18,151,2,1,1,1,99,99,99,4,5,7,7,7,3
305,E,18,151,2,1,1,1,99,99,99,4,5,7,7,7,3
305,E,18,151,2,1,1,1,99,99,99,4,5,7,7,7,3
320,E,18,151,2,1,1,1,99,99,99,4,3,7,7,7,3
320,E,18,151,2,7,1,4,99,99,99,1,5,7,7,7,3
333,E,18,151,2,5,3,14,99,99,99,1,5,7,7,7,3
316,E,18,151,2,6,3,11,99,99,99,1,1,7,7,7,3
320,E,18,151,2,6,1,11,99,99,99,1,5,7,7,7,3
304,E,18,152,2,1,1,1,99,99,99,4,5,7,7,7,3
90,E,18,152,2,1,1,1,99,99,99,4,5,7,7,7,3
319,E,18,152,2,1,1,1,99,99,99,4,5,7,7,7,3
319,E,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
316,E,18,152,1,1,1,1,99,99,99,1,5,7,7,7,3
334,E,18,72,2,7,1,7,99,99,99,1,5,7,7,7,3
315,E,18,120,1,1,1,1,99,99,99,4,5,7,7,7,3
315,E,18,120,2,1,1,1,99,99,99,4,5,7,7,7,3
319,E,13,153,1,1,1,1,99,99,99,1,5,7,7,7,3
316,E,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
304,E,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
320,E,18,153,1,1,1,1,99,99,99,1,5,7,7,7,3
297,E,18,153,2,1,1,1,99,99,99,1,5,7,7,7,3
319,E,18,153,2,6,1,7,99,99,99,1,5,7,7,7,3
319,E,18,153,2,5,1,7,99,99,99,1,2,7,7,7,3
320,E,18,153,2,6,1,7,99,99,99,1,5,7,7,7,3
315,E,18,153,2,1,1,1,99,99,99,1,5,7,7,7,3
315,E,18,151,2,1,1,1,99,99,99,1,5,6,7,6,3
315,E,18,151,2,6,2,7,99,99,99,1,2,7,7,7,3
315,E,18,151,1,1,1,1,99,99,99,1,5,7,7,7,3
320,E,49,120,2,1,1,1,99,99,99,1,5,7,7,7,3
320,E,46,71,1,6,1,14,99,99,99,1,2,7,7,7,3
320,E,49,71,1,1,1,1,99,99,99,4,5,7,7,7,3
160,E,49,71,88,6,2,10,99,99,99,88,5,7,7,7,3
304,E,49,71,1,6,1,14,99,99,99,1,5,7,7,7,3
320,E,46,72,2,7,1,4,99,99,99,1,5,7,7,7,3
334,E,49,72,1,7,1,4,99,99,99,1,5,7,7,7,3
315,E,46,115,2,7,1,14,99,99,99,1,5,7,7,7,3
320,E,46,115,1,7,1,4,99,99,99,1,5,7,7,7,3
320,E,46,115,1,7,1,7,99,99,99,1,5,7,7,7,3
315,E,49,115,2,6,1,7,99,99,99,1,5,7,7,7,3
315,E,49,115,2,6,1,7,99,99,99,1,5,7,7,7,3
320,E,49,115,2,7,1,4,99,99,99,1,5,7,7,7,3
320,E,49,115,1,6,1,14,99,99,99,2,5,7,7,7,3
320,E,49,115,1,6,1,14,99,99,99,1,5,7,7,7,3
304,E,49,115,2,5,1,10,99,99,99,88,5,7,7,7,3
320,E,49,115,1,6,2,10,99,99,99,88,5,7,7,7,3
207,E,46,120,2,5,1,7,99,99,99,1,2,7,7,7,3
195,E,18,120,1,1,1,1,99,99,99,1,5,7,7,7,3
195,E,49,72,2,5,1,7,99,99,99,1,5,7,7,7,3
90,E,18,71,1,1,1,16,99,99,99,3,5,7,7,7,3
195,E,18,71,1,7,1,14,99,99,99,1,5,7,7,7,3
333,E,18,71,1,1,1,16,99,99,99,3,5,7,7,7,3
318,E,18,71,1,1,1,16,99,99,99,3,5,7,7,7,3
318,E,18,71,1,1,1,16,99,99,99,3,5,7,7,7,3
318,E,18,71,1,1,1,16,99,99,99,3,2,7,7,7,3
